date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:16:17	25731/25731	---M--	200	added ('OK')	image/jpeg	etag:%226483-559a0d1bcbd00%22	http://themes.lucky-roo.com/berg-v3.4/html/assets/images/project-image-1.jpg	F:/temp/te/themes.lucky-roo.com/berg-v3.4/html/assets/images/project-image-1.jpg	(from http://themes.lucky-roo.com/berg-v3.4/html/home-bg-slider.html)
21:16:18	30232/30232	---M--	200	added ('OK')	image/jpeg	etag:%227618-559a0d1bcbd00%22	http://themes.lucky-roo.com/berg-v3.4/html/assets/images/project-image-2.jpg	F:/temp/te/themes.lucky-roo.com/berg-v3.4/html/assets/images/project-image-2.jpg	(from http://themes.lucky-roo.com/berg-v3.4/html/home-bg-slider.html)
21:16:21	30316/30316	---M--	200	added ('OK')	image/jpeg	etag:%22766c-559a0d1bcbd00%22	http://themes.lucky-roo.com/berg-v3.4/html/assets/images/project-image-3.jpg	F:/temp/te/themes.lucky-roo.com/berg-v3.4/html/assets/images/project-image-3.jpg	(from http://themes.lucky-roo.com/berg-v3.4/html/home-bg-slider.html)
21:16:22	30564/30564	---M--	200	added ('OK')	image/jpeg	etag:%227764-559a0d1bcbd00%22	http://themes.lucky-roo.com/berg-v3.4/html/assets/images/project-image-4.jpg	F:/temp/te/themes.lucky-roo.com/berg-v3.4/html/assets/images/project-image-4.jpg	(from http://themes.lucky-roo.com/berg-v3.4/html/home-bg-slider.html)
21:16:23	31634/31634	---M--	200	added ('OK')	image/jpeg	etag:%227b92-559a0d1bcbd00%22	http://themes.lucky-roo.com/berg-v3.4/html/assets/images/project-image-5.jpg	F:/temp/te/themes.lucky-roo.com/berg-v3.4/html/assets/images/project-image-5.jpg	(from http://themes.lucky-roo.com/berg-v3.4/html/home-bg-slider.html)
21:16:23	30390/30390	---M--	200	added ('OK')	image/jpeg	etag:%2276b6-559a0d1bcbd00%22	http://themes.lucky-roo.com/berg-v3.4/html/assets/images/project-image-6.jpg	F:/temp/te/themes.lucky-roo.com/berg-v3.4/html/assets/images/project-image-6.jpg	(from http://themes.lucky-roo.com/berg-v3.4/html/home-bg-slider.html)
21:16:25	30691/30691	---M--	200	added ('OK')	image/jpeg	etag:%2277e3-559a0d1bcbd00%22	http://themes.lucky-roo.com/berg-v3.4/html/assets/images/project-image-7.jpg	F:/temp/te/themes.lucky-roo.com/berg-v3.4/html/assets/images/project-image-7.jpg	(from http://themes.lucky-roo.com/berg-v3.4/html/home-bg-slider.html)
21:16:25	12601/12601	---M--	200	added ('OK')	image/jpeg	etag:%223139-559a0cfb5f080%22	http://themes.lucky-roo.com/berg-v3.4/html/assets/images/profile-image-1.jpg	F:/temp/te/themes.lucky-roo.com/berg-v3.4/html/assets/images/profile-image-1.jpg	(from http://themes.lucky-roo.com/berg-v3.4/html/home-bg-slider.html)
21:16:25	10313/10313	---M--	200	added ('OK')	image/jpeg	etag:%222849-559a0cfb5f080%22	http://themes.lucky-roo.com/berg-v3.4/html/assets/images/profile-image-2.jpg	F:/temp/te/themes.lucky-roo.com/berg-v3.4/html/assets/images/profile-image-2.jpg	(from http://themes.lucky-roo.com/berg-v3.4/html/home-bg-slider.html)
21:16:26	30474/30474	---M--	200	added ('OK')	image/jpeg	etag:%22770a-559a0d1bcbd00%22	http://themes.lucky-roo.com/berg-v3.4/html/assets/images/project-image-8.jpg	F:/temp/te/themes.lucky-roo.com/berg-v3.4/html/assets/images/project-image-8.jpg	(from http://themes.lucky-roo.com/berg-v3.4/html/home-bg-slider.html)
21:16:26	9364/9364	---M--	200	added ('OK')	image/jpeg	etag:%222494-559a0cfb5f080%22	http://themes.lucky-roo.com/berg-v3.4/html/assets/images/profile-image-3.jpg	F:/temp/te/themes.lucky-roo.com/berg-v3.4/html/assets/images/profile-image-3.jpg	(from http://themes.lucky-roo.com/berg-v3.4/html/home-bg-slider.html)
21:16:27	12547/12547	---M--	200	added ('OK')	image/jpeg	etag:%223103-559a0cfb5f080%22	http://themes.lucky-roo.com/berg-v3.4/html/assets/images/profile-image-4.jpg	F:/temp/te/themes.lucky-roo.com/berg-v3.4/html/assets/images/profile-image-4.jpg	(from http://themes.lucky-roo.com/berg-v3.4/html/home-bg-slider.html)
21:16:27	10662/10662	---M--	200	added ('OK')	image/jpeg	etag:%2229a6-559a0cfb5f080%22	http://themes.lucky-roo.com/berg-v3.4/html/assets/images/profile-image-5.jpg	F:/temp/te/themes.lucky-roo.com/berg-v3.4/html/assets/images/profile-image-5.jpg	(from http://themes.lucky-roo.com/berg-v3.4/html/home-bg-slider.html)
21:16:28	19236/19236	---M-Z	200	added ('OK')	application/javascript	etag:%224b24-559a097349b80-gzip%22	http://themes.lucky-roo.com/berg-v3.4/html/assets/js/popper.min.js	F:/temp/te/themes.lucky-roo.com/berg-v3.4/html/assets/js/popper.min.js	(from http://themes.lucky-roo.com/berg-v3.4/html/home-bg-slider.html)
21:16:29	12552/12552	---M-Z	200	added ('OK')	application/javascript	etag:%223108-559a097349b80-gzip%22	http://themes.lucky-roo.com/berg-v3.4/html/assets/js/pace.min.js	F:/temp/te/themes.lucky-roo.com/berg-v3.4/html/assets/js/pace.min.js	(from http://themes.lucky-roo.com/berg-v3.4/html/home-bg-slider.html)
21:16:29	86341/86341	---M-Z	200	added ('OK')	application/javascript	etag:%2215145-559a097349b80-gzip%22	http://themes.lucky-roo.com/berg-v3.4/html/assets/js/jquery.min.js	F:/temp/te/themes.lucky-roo.com/berg-v3.4/html/assets/js/jquery.min.js	(from http://themes.lucky-roo.com/berg-v3.4/html/home-bg-slider.html)
21:16:30	60044/60044	---M-Z	200	added ('OK')	application/javascript	etag:%22ea8c-5ac4d15937d80-gzip%22	http://themes.lucky-roo.com/berg-v3.4/html/assets/js/bootstrap.min.js	F:/temp/te/themes.lucky-roo.com/berg-v3.4/html/assets/js/bootstrap.min.js	(from http://themes.lucky-roo.com/berg-v3.4/html/home-bg-slider.html)
21:16:30	10085/10085	---M-Z	200	added ('OK')	application/javascript	etag:%222765-559a097349b80-gzip%22	http://themes.lucky-roo.com/berg-v3.4/html/assets/js/jquery.sticky.js	F:/temp/te/themes.lucky-roo.com/berg-v3.4/html/assets/js/jquery.sticky.js	(from http://themes.lucky-roo.com/berg-v3.4/html/home-bg-slider.html)
21:16:30	5607/5607	---M-Z	200	added ('OK')	application/javascript	etag:%2215e7-559a097349b80-gzip%22	http://themes.lucky-roo.com/berg-v3.4/html/assets/js/jquery.easing.min.js	F:/temp/te/themes.lucky-roo.com/berg-v3.4/html/assets/js/jquery.easing.min.js	(from http://themes.lucky-roo.com/berg-v3.4/html/home-bg-slider.html)
21:16:31	3380/3380	---M-Z	200	added ('OK')	application/javascript	etag:%22d34-559a097349b80-gzip%22	http://themes.lucky-roo.com/berg-v3.4/html/assets/js/jquery.matchHeight.min.js	F:/temp/te/themes.lucky-roo.com/berg-v3.4/html/assets/js/jquery.matchHeight.min.js	(from http://themes.lucky-roo.com/berg-v3.4/html/home-bg-slider.html)
21:16:31	1438/1438	---M-Z	200	added ('OK')	application/javascript	etag:%2259e-559a097349b80-gzip%22	http://themes.lucky-roo.com/berg-v3.4/html/assets/js/jquery.inview.min.js	F:/temp/te/themes.lucky-roo.com/berg-v3.4/html/assets/js/jquery.inview.min.js	(from http://themes.lucky-roo.com/berg-v3.4/html/home-bg-slider.html)
21:16:31	3761/3761	---M-Z	200	added ('OK')	application/javascript	etag:%22eb1-559a097349b80-gzip%22	http://themes.lucky-roo.com/berg-v3.4/html/assets/js/jquery.countTo.js	F:/temp/te/themes.lucky-roo.com/berg-v3.4/html/assets/js/jquery.countTo.js	(from http://themes.lucky-roo.com/berg-v3.4/html/home-bg-slider.html)
21:16:32	5473/5473	---M-Z	200	added ('OK')	application/javascript	etag:%221561-559a097349b80-gzip%22	http://themes.lucky-roo.com/berg-v3.4/html/assets/js/imagesloaded.pkgd.min.js	F:/temp/te/themes.lucky-roo.com/berg-v3.4/html/assets/js/imagesloaded.pkgd.min.js	(from http://themes.lucky-roo.com/berg-v3.4/html/home-bg-slider.html)
21:16:32	20216/20216	---M-Z	200	added ('OK')	application/javascript	etag:%224ef8-559a097349b80-gzip%22	http://themes.lucky-roo.com/berg-v3.4/html/assets/js/jquery.magnific-popup.min.js	F:/temp/te/themes.lucky-roo.com/berg-v3.4/html/assets/js/jquery.magnific-popup.min.js	(from http://themes.lucky-roo.com/berg-v3.4/html/home-bg-slider.html)
21:16:33	22334/22334	---M-Z	200	added ('OK')	application/javascript	etag:%22573e-559a097349b80-gzip%22	http://themes.lucky-roo.com/berg-v3.4/html/assets/js/jquery.flexslider.min.js	F:/temp/te/themes.lucky-roo.com/berg-v3.4/html/assets/js/jquery.flexslider.min.js	(from http://themes.lucky-roo.com/berg-v3.4/html/home-bg-slider.html)
21:16:33	23070/23070	---M-Z	200	added ('OK')	application/javascript	etag:%225a1e-559a097349b80-gzip%22	http://themes.lucky-roo.com/berg-v3.4/html/assets/js/jquery.validate.min.js	F:/temp/te/themes.lucky-roo.com/berg-v3.4/html/assets/js/jquery.validate.min.js	(from http://themes.lucky-roo.com/berg-v3.4/html/home-bg-slider.html)
21:16:34	53948/53948	---M-Z	200	added ('OK')	application/javascript	etag:%22d2bc-559a097349b80-gzip%22	http://themes.lucky-roo.com/berg-v3.4/html/assets/js/flickity.pkgd.min.js	F:/temp/te/themes.lucky-roo.com/berg-v3.4/html/assets/js/flickity.pkgd.min.js	(from http://themes.lucky-roo.com/berg-v3.4/html/home-bg-slider.html)
21:16:34	12870/12870	---M-Z	200	added ('OK')	application/javascript	etag:%223246-559a097349b80-gzip%22	http://themes.lucky-roo.com/berg-v3.4/html/assets/js/theme.js	F:/temp/te/themes.lucky-roo.com/berg-v3.4/html/assets/js/theme.js	(from http://themes.lucky-roo.com/berg-v3.4/html/home-bg-slider.html)
21:16:35	718/718	---M-Z	200	added ('OK')	application/javascript	etag:%222ce-559a3f4bb2500-gzip%22	http://themes.lucky-roo.com/berg-v3.4/html/assets/js/switch_style.js	F:/temp/te/themes.lucky-roo.com/berg-v3.4/html/assets/js/switch_style.js	(from http://themes.lucky-roo.com/berg-v3.4/html/home-bg-slider.html)
21:16:35	14292/14292	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2237d4-559a09ae6a700%22	http://themes.lucky-roo.com/berg-v3.4/html/assets/fonts/icons-mind/icomoon.eot?-rdmvgc	F:/temp/te/themes.lucky-roo.com/berg-v3.4/html/assets/fonts/icons-mind/icomoonca27.eot	(from http://themes.lucky-roo.com/berg-v3.4/html/assets/css/icons-mind.css)
21:16:36	14292/14292	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2237d4-559a09ae6a700%22	http://themes.lucky-roo.com/berg-v3.4/html/assets/fonts/icons-mind/icomoon.eot?	F:/temp/te/themes.lucky-roo.com/berg-v3.4/html/assets/fonts/icons-mind/icomoond41d.eot	(from http://themes.lucky-roo.com/berg-v3.4/html/assets/css/icons-mind.css)
21:16:37	14204/14204	---M--	200	added ('OK')	application/font-woff	etag:%22377c-559a09ae6a700%22	http://themes.lucky-roo.com/berg-v3.4/html/assets/fonts/icons-mind/icomoon.woff?-rdmvgc	F:/temp/te/themes.lucky-roo.com/berg-v3.4/html/assets/fonts/icons-mind/icomoonca27.woff	(from http://themes.lucky-roo.com/berg-v3.4/html/assets/css/icons-mind.css)
21:16:39	54296/54296	---M--	200	added ('OK')	image/svg+xml	etag:%22d418-559a09ae6a700%22	http://themes.lucky-roo.com/berg-v3.4/html/assets/fonts/icons-mind/icomoon.svg?-rdmvgc	F:/temp/te/themes.lucky-roo.com/berg-v3.4/html/assets/fonts/icons-mind/icomoonca27.svg	(from http://themes.lucky-roo.com/berg-v3.4/html/assets/css/icons-mind.css)
21:16:39	14128/14128	---M--	200	added ('OK')	application/font-sfnt	etag:%223730-559a09ae6a700%22	http://themes.lucky-roo.com/berg-v3.4/html/assets/fonts/icons-mind/icomoon.ttf?-rdmvgc	F:/temp/te/themes.lucky-roo.com/berg-v3.4/html/assets/fonts/icons-mind/icomoonca27.ttf	(from http://themes.lucky-roo.com/berg-v3.4/html/assets/css/icons-mind.css)
21:16:40	77160/77160	---M--	200	added ('OK')	text/html	etag:%2212d68-559a097349b80%22	http://themes.lucky-roo.com/berg-v3.4/html/assets/fonts/fontawesome-webfont.woff2?v=4.7.0	F:/temp/te/themes.lucky-roo.com/berg-v3.4/html/assets/fonts/fontawesome-webfont3e6e.html	(from http://themes.lucky-roo.com/berg-v3.4/html/assets/css/font-awesome.min.css)
21:16:57	98024/98024	---M--	200	added ('OK')	application/font-woff	etag:%2217ee8-559a097349b80%22	http://themes.lucky-roo.com/berg-v3.4/html/assets/fonts/fontawesome-webfont.woff?v=4.7.0	F:/temp/te/themes.lucky-roo.com/berg-v3.4/html/assets/fonts/fontawesome-webfont3e6e.woff	(from http://themes.lucky-roo.com/berg-v3.4/html/assets/css/font-awesome.min.css)
21:17:00	444379/444379	---M--	200	added ('OK')	image/svg+xml	etag:%226c7db-559a097349b80%22	http://themes.lucky-roo.com/berg-v3.4/html/assets/fonts/fontawesome-webfont.svg?v=4.7.0	F:/temp/te/themes.lucky-roo.com/berg-v3.4/html/assets/fonts/fontawesome-webfont3e6e.svg	(from http://themes.lucky-roo.com/berg-v3.4/html/assets/css/font-awesome.min.css)
21:17:01	282/282	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2029%20Nov%202021%2020:17:02%20GMT	http://themes.lucky-roo.com/berg-v3.4/html/assets/fonts/flexslider-icon.eot	F:/temp/te/themes.lucky-roo.com/berg-v3.4/html/assets/fonts/flexslider-icon.eot	(from http://themes.lucky-roo.com/berg-v3.4/html/assets/css/flexslider.css)
21:17:01	282/282	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2029%20Nov%202021%2020:17:02%20GMT	http://themes.lucky-roo.com/berg-v3.4/html/assets/fonts/flexslider-icon.eot?	F:/temp/te/themes.lucky-roo.com/berg-v3.4/html/assets/fonts/flexslider-icond41d.eot	(from http://themes.lucky-roo.com/berg-v3.4/html/assets/css/flexslider.css)
21:17:01	282/282	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2029%20Nov%202021%2020:17:02%20GMT	http://themes.lucky-roo.com/berg-v3.4/html/assets/fonts/flexslider-icon.woff	F:/temp/te/themes.lucky-roo.com/berg-v3.4/html/assets/fonts/flexslider-icon.woff	(from http://themes.lucky-roo.com/berg-v3.4/html/assets/css/flexslider.css)
21:17:02	282/282	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2029%20Nov%202021%2020:17:03%20GMT	http://themes.lucky-roo.com/berg-v3.4/html/assets/fonts/flexslider-icon.ttf	F:/temp/te/themes.lucky-roo.com/berg-v3.4/html/assets/fonts/flexslider-icon.ttf	(from http://themes.lucky-roo.com/berg-v3.4/html/assets/css/flexslider.css)
21:17:02	282/282	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2029%20Nov%202021%2020:17:03%20GMT	http://themes.lucky-roo.com/berg-v3.4/html/assets/fonts/flexslider-icon.svg	F:/temp/te/themes.lucky-roo.com/berg-v3.4/html/assets/fonts/flexslider-icon.svg	(from http://themes.lucky-roo.com/berg-v3.4/html/assets/css/flexslider.css)
21:17:03	3236/3236	---M--	200	added ('OK')	image/png	etag:%22ca4-559a097349b80%22	http://themes.lucky-roo.com/berg-v3.4/html/assets/img/icon-zoom-out-white.png	F:/temp/te/themes.lucky-roo.com/berg-v3.4/html/assets/img/icon-zoom-out-white.png	(from http://themes.lucky-roo.com/berg-v3.4/html/assets/css/theme.min.css)
21:17:04	1207/1207	---M--	200	added ('OK')	image/png	etag:%224b7-559a097349b80%22	http://themes.lucky-roo.com/berg-v3.4/html/assets/img/icon-arrow-right-white.png	F:/temp/te/themes.lucky-roo.com/berg-v3.4/html/assets/img/icon-arrow-right-white.png	(from http://themes.lucky-roo.com/berg-v3.4/html/assets/css/theme.min.css)
21:17:05	1209/1209	---M--	200	added ('OK')	image/png	etag:%224b9-559a097349b80%22	http://themes.lucky-roo.com/berg-v3.4/html/assets/img/icon-arrow-left-white.png	F:/temp/te/themes.lucky-roo.com/berg-v3.4/html/assets/img/icon-arrow-left-white.png	(from http://themes.lucky-roo.com/berg-v3.4/html/assets/css/theme.min.css)
21:17:05	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-559a097349b80%22	http://themes.lucky-roo.com/berg-v3.4/html/assets/fonts/fontawesome-webfont.eot?v=4.7.0	F:/temp/te/themes.lucky-roo.com/berg-v3.4/html/assets/fonts/fontawesome-webfont3e6e.eot	(from http://themes.lucky-roo.com/berg-v3.4/html/assets/css/font-awesome.min.css)
21:17:06	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-559a097349b80%22	http://themes.lucky-roo.com/berg-v3.4/html/assets/fonts/fontawesome-webfont.eot?	F:/temp/te/themes.lucky-roo.com/berg-v3.4/html/assets/fonts/fontawesome-webfontd41d.eot	(from http://themes.lucky-roo.com/berg-v3.4/html/assets/css/font-awesome.min.css)
21:17:07	165548/165548	---M--	200	added ('OK')	application/font-sfnt	etag:%22286ac-559a097349b80%22	http://themes.lucky-roo.com/berg-v3.4/html/assets/fonts/fontawesome-webfont.ttf?v=4.7.0	F:/temp/te/themes.lucky-roo.com/berg-v3.4/html/assets/fonts/fontawesome-webfont3e6e.ttf	(from http://themes.lucky-roo.com/berg-v3.4/html/assets/css/font-awesome.min.css)
21:17:13	38334/38334	---M--	200	added ('OK')	image/jpeg	etag:%2295be-559a3575ff100%22	http://themes.lucky-roo.com/berg-v3.4/html/assets/images/bg-home-2.jpg	F:/temp/te/themes.lucky-roo.com/berg-v3.4/html/assets/images/bg-home-2.jpg	(from http://themes.lucky-roo.com/berg-v3.4/html/assets/css/style.css)
21:17:13	29500/29500	---M--	200	added ('OK')	image/jpeg	etag:%22733c-559a107432180%22	http://themes.lucky-roo.com/berg-v3.4/html/assets/images/bg-home-3.jpg	F:/temp/te/themes.lucky-roo.com/berg-v3.4/html/assets/images/bg-home-3.jpg	(from http://themes.lucky-roo.com/berg-v3.4/html/assets/css/style.css)
21:17:14	68966/68966	---M--	200	added ('OK')	image/jpeg	etag:%2210d66-559a364f6f200%22	http://themes.lucky-roo.com/berg-v3.4/html/assets/images/bg-home-1.jpg	F:/temp/te/themes.lucky-roo.com/berg-v3.4/html/assets/images/bg-home-1.jpg	(from http://themes.lucky-roo.com/berg-v3.4/html/assets/css/style.css)
21:17:16	71440/71440	---M--	200	added ('OK')	image/jpeg	etag:%2211710-559a3765e8300%22	http://themes.lucky-roo.com/berg-v3.4/html/assets/images/bg-home-parallax.jpg	F:/temp/te/themes.lucky-roo.com/berg-v3.4/html/assets/images/bg-home-parallax.jpg	(from http://themes.lucky-roo.com/berg-v3.4/html/assets/css/style.css)
21:17:18	29500/29500	---M--	200	added ('OK')	image/jpeg	etag:%22733c-559a0d7759500%22	http://themes.lucky-roo.com/berg-v3.4/html/assets/images/bg-references.jpg	F:/temp/te/themes.lucky-roo.com/berg-v3.4/html/assets/images/bg-references.jpg	(from http://themes.lucky-roo.com/berg-v3.4/html/assets/css/style.css)
21:17:18	36800/36800	---M--	200	added ('OK')	image/jpeg	etag:%228fc0-559a0d5504400%22	http://themes.lucky-roo.com/berg-v3.4/html/assets/images/bg-strengths.jpg	F:/temp/te/themes.lucky-roo.com/berg-v3.4/html/assets/images/bg-strengths.jpg	(from http://themes.lucky-roo.com/berg-v3.4/html/assets/css/style.css)
21:17:20	56326/56326	---M--	200	added ('OK')	image/jpeg	etag:%22dc06-559a0d7759500%22	http://themes.lucky-roo.com/berg-v3.4/html/assets/images/bg-milestones.jpg	F:/temp/te/themes.lucky-roo.com/berg-v3.4/html/assets/images/bg-milestones.jpg	(from http://themes.lucky-roo.com/berg-v3.4/html/assets/css/style.css)
